"loadTime","docTime","fullyLoaded","bytesOut","bytesOutDoc","bytesIn","bytesInDoc","requests","requestsFull","requestsDoc","responses_200","responses_404","responses_other","result","testStartOffset","cached","optimization_checked","main_frame","loadEventStart","loadEventEnd","domContentLoadedEventStart","domContentLoadedEventEnd","URL","connections","final_base_page_request","final_base_page_request_id","final_url","domInteractive","firstPaint","firstContentfulPaint","firstImagePaint","firstMeaningfulPaint","renderBlockingCSS","renderBlockingJS","TTFB","basePageSSLTime","score_cache","score_cdn","score_gzip","score_cookies","score_keep-alive","score_minify","score_combine","score_compress","score_etags","score_progressive_jpeg","gzip_total","gzip_savings","minify_total","minify_savings","image_total","image_savings","base_page_cdn","cpu.UpdateLayerTree","cpu.EventDispatch","cpu.CommitLoad","cpu.EvaluateScript","cpu.v8.compile","cpu.ParseHTML","cpu.UpdateLayoutTree","cpu.Layout","cpu.Paint","cpu.MarkLoad","cpu.MarkDOMContent","cpu.ResourceFetcher::requestResource","cpu.V8.GC_TIME_TO_SAFEPOINT","cpu.V8.GC_MC_INCREMENTAL_START","cpu.V8.GC_MC_INCREMENTAL_EXTERNAL_PROLOGUE","cpu.V8.GC_MC_INCREMENTAL_EMBEDDER_PROLOGUE","cpu.V8.GC_MC_INCREMENTAL_EXTERNAL_EPILOGUE","cpu.V8.GC_MC_INCREMENTAL","cpu.V8.GC_MC_INCREMENTAL_EMBEDDER_TRACING","cpu.MajorGC","cpu.V8.GC_MC_INCREMENTAL_FINALIZE","cpu.V8.GC_MC_INCREMENTAL_FINALIZE_BODY","cpu.V8.GC_HEAP_PROLOGUE","cpu.V8.GC_HEAP_EXTERNAL_PROLOGUE","cpu.V8.GC_MARK_COMPACTOR","cpu.V8.GC_HEAP_PROLOGUE_SAFEPOINT","cpu.V8.GC_MC_PROLOGUE","cpu.V8.GC_MC_MARK","cpu.V8.GC_MC_MARK_FINISH_INCREMENTAL","cpu.V8.GC_MC_MARK_ROOTS","cpu.V8.GC_MC_MARK_MAIN","cpu.V8.GC_MC_MARK_WEAK_CLOSURE","cpu.V8.GC_MC_MARK_EMBEDDER_TRACING_CLOSURE","cpu.V8.GC_MC_MARK_EMBEDDER_TRACING","cpu.V8.GC_MC_MARK_WEAK_CLOSURE_EPHEMERON","cpu.V8.GC_MC_MARK_WEAK_CLOSURE_EPHEMERON_MARKING","cpu.V8.GC_MC_MARK_WEAK_CLOSURE_WEAK_HANDLES","cpu.V8.GC_MC_MARK_WEAK_CLOSURE_WEAK_ROOTS","cpu.V8.GC_MC_MARK_WEAK_CLOSURE_HARMONY","cpu.V8.GC_MC_CLEAR","cpu.V8.GC_MC_CLEAR_STRING_TABLE","cpu.V8.GC_MC_CLEAR_FLUSHABLE_BYTECODE","cpu.V8.GC_MC_CLEAR_FLUSHED_JS_FUNCTIONS","cpu.V8.GC_MC_CLEAR_WEAK_LISTS","cpu.V8.GC_MC_CLEAR_MAPS","cpu.V8.GC_MC_CLEAR_WEAK_REFERENCES","cpu.V8.GC_MC_CLEAR_WEAK_COLLECTIONS","cpu.V8.GC_MC_SWEEP","cpu.V8.GC_MC_EVACUATE","cpu.V8.GC_MC_EVACUATE_PROLOGUE","cpu.V8.GC_MC_EVACUATE_COPY","cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS","cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS_TO_NEW_ROOTS","cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS_SLOTS_MAIN","cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS_PARALLEL","cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS_WEAK","cpu.V8.GC_MC_EVACUATE_REBALANCE","cpu.V8.GC_MC_EVACUATE_CLEAN_UP","cpu.V8.GC_MC_EVACUATE_EPILOGUE","cpu.V8.GC_MC_FINISH","cpu.V8.GC_MC_FINISH_SWEEP_ARRAY_BUFFERS","cpu.V8.GC_MC_EPILOGUE","cpu.V8.GC_HEAP_EXTERNAL_WEAK_GLOBAL_HANDLES","cpu.V8.GC_HEAP_EMBEDDER_TRACING_EPILOGUE","cpu.V8.GC_HEAP_EPILOGUE_SAFEPOINT","cpu.V8.GC_HEAP_EPILOGUE_REDUCE_NEW_SPACE","cpu.V8.GC_HEAP_EXTERNAL_EPILOGUE","cpu.V8.GC_HEAP_EPILOGUE","cpu.V8.GC_MC_COMPLETE_SWEEPING","cpu.ParseAuthorStyleSheet","cpu.MinorGC","cpu.V8.GC_SCAVENGER_COMPLETE_SWEEP_ARRAY_BUFFERS","cpu.V8.GC_SCAVENGER","cpu.V8.GC_SCAVENGER_SCAVENGE","cpu.V8.GC_SCAVENGER_SCAVENGE_WEAK_GLOBAL_HANDLES_IDENTIFY","cpu.V8.GC_SCAVENGER_SCAVENGE_ROOTS","cpu.V8.GC_SCAVENGER_SCAVENGE_PARALLEL","cpu.V8.GC_SCAVENGER_SCAVENGE_WEAK_GLOBAL_HANDLES_PROCESS","cpu.V8.GC_SCAVENGER_SCAVENGE_FINALIZE","cpu.V8.GC_SCAVENGER_SCAVENGE_UPDATE_REFS","cpu.V8.GC_SCAVENGER_FREE_REMEMBERED_SET","cpu.V8.GC_SCAVENGER_SWEEP_ARRAY_BUFFERS","cpu.TimerFire","cpu.FunctionCall","cpu.IntersectionObserverController::computeIntersections","cpu.HitTest","cpu.largestContentfulPaint::Candidate","cpu.ResourceChangePriority","cpu.XHRReadyStateChange","cpu.FireAnimationFrame","cpu.XHRLoad","cpu.Idle","tester","start_epoch","osVersion","os_version","browserVersion","browser_version","date","document_URL","document_hostname","document_origin","domElements","domComplete","PerformancePaintTiming.first-paint","PerformancePaintTiming.first-contentful-paint","axe_failed","base_page_ip_ptr","base_page_cname","base_page_dns_server","browser_name","eventName","test_run_time_ms","lastVisualChange","render","visualComplete85","visualComplete90","visualComplete95","visualComplete99","visualComplete","SpeedIndex","chromeUserTiming.navigationStart","chromeUserTiming.fetchStart","chromeUserTiming.responseEnd","chromeUserTiming.unloadEventStart","chromeUserTiming.unloadEventEnd","chromeUserTiming.commitNavigationEnd","chromeUserTiming.domLoading","chromeUserTiming.domInteractive","chromeUserTiming.domContentLoadedEventStart","chromeUserTiming.domContentLoadedEventEnd","chromeUserTiming.domComplete","chromeUserTiming.loadEventStart","chromeUserTiming.loadEventEnd","chromeUserTiming.redirectStart","chromeUserTiming.redirectEnd","chromeUserTiming.firstPaint","chromeUserTiming.firstContentfulPaint","chromeUserTiming.firstMeaningfulPaintCandidate","chromeUserTiming.firstImagePaint","chromeUserTiming.firstMeaningfulPaint","chromeUserTiming.LayoutShift","chromeUserTiming.LargestTextPaint","chromeUserTiming.LargestContentfulPaint","chromeUserTiming.LargestImagePaint","chromeUserTiming.TotalLayoutShift","chromeUserTiming.CumulativeLayoutShift","FirstInteractive","maxFID","TTIMeasurementEnd","LastInteractive","TimeToInteractive","FirstCPUIdle","TotalBlockingTime","testID","run","step","effectiveBps","domTime","aft","titleTime","domLoading","server_rtt","error","edge-processed","LargestContentfulPaintType","LargestContentfulPaintNodeType","LargestContentfulPaintImageURL","effectiveBpsDoc","bytes.html","requests.html","bytesUncompressed.html","bytes.js","requests.js","bytesUncompressed.js","bytes.css","requests.css","bytesUncompressed.css","bytes.image","requests.image","bytesUncompressed.image","bytes.flash","requests.flash","bytesUncompressed.flash","bytes.font","requests.font","bytesUncompressed.font","bytes.video","requests.video","bytesUncompressed.video","bytes.other","requests.other","bytesUncompressed.other","id","cpu.V8.GC_MC_EVACUATE_COPY_PARALLEL","cpu.V8.GC_MC_COMPLETE_SWEEP_ARRAY_BUFFERS","cpu.v8.produceCache","chromeUserTiming.markAsMainFrame","cpu.V8.GC_MC_MARK_EMBEDDER_PROLOGUE","chromeUserTiming.InteractiveTime","wappalyzer_failed","cpu.ScrollLayer","cpu.V8.GC_MC_INCREMENTAL_LAYOUT_CHANGE","cpu.FireIdleCallback",
"52291","52291","56923","341291","336591","13159838","13129436","162","162","157","160","1","1","0","0","0","1","EFC3536836D6D456ACAD75005957161A","49542","49557","23560","24604","https://gangnam.go.kr/","18","0","2F4B1BFA351DC66260EE39E3AD240C0D","https://gangnam.go.kr/","23559","16629.599999994","19378","22654","22654","12","20","2580","1321","0","2","21","-1","100","-1","-1","65","-1","32","1922684","1528194","-1","-1","10522909","3739691","","2760","61","1","345","293","277","342","988","647","0","0","366","0","62","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","167","1","0","0","0","0","0","0","0","0","0","0","0","30","1020","627","80","0","1","6","0","0","48837","rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27","1651935201.6296","","","95.0.4638.74","95.0.4638.74","1651935214.4694","https://gangnam.go.kr/mobile/main.do","gangnam.go.kr","https://gangnam.go.kr","4416","49542","16629.599999994","16629.599999994","1","","","b.dns.kr","android - chrome","Step_1","105214","57913","7226","27585","32017","32017","32017","32017","25478","2749","4658","10999","10735","10735","10738","10741","26308","26308","27352","52291","52291","52306","2773","4658","19378","19378","19378","22653","22653","27648","22029","22785","22785","0.2214123985","0.2091226138","24604","1026","57799","52291","52291","24604","2203","220507_8Y_2","1","1","242162","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","image","IMG","https://www.gangnam.go.kr/upload/portal/bbs/2022/05/02/70a049eb-05f3-4d89-b6e7-5ff2ec52be44.jpg","264115","582755","4","582755","812635","22","842834","534158","14","534158","10522909","110","10522909","0","0","0","680808","4","680808","0","0","0","26364","7","29098","220507_8Y_2","","","","","","","","","","",
"47466","47466","48181","582463","580221","10453699","10449413","260","260","259","259","0","1","0","0","0","1","4187A7C47B6D361754E0346EEA333425","47466","47594","18459","21364","https://geoje.go.kr/","7","1","16B7EF92D5843DCBB888161612B194F8-1","https://www.geoje.go.kr/index.geoje","18458","16993.599999994","16994","17432","21644","9","11","12231","1593","0","0","18","-1","100","-1","-1","49","-1","0","1182685","974744","-1","-1","8500569","4360491","","1211","24","0","45","191","426","810","2520","590","0","0","542","0","30","0","13","0","11","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","2","123","0","0","0","0","0","0","10","0","0","0","0","0","34","1409","1796","89","0","0","6","","0","38267","rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27","1651935322.0274","","","95.0.4638.74","95.0.4638.74","1651935335.8342","https://www.geoje.go.kr/index.geoje","www.geoje.go.kr","https://www.geoje.go.kr","3121","47466","16993.599999994","16993.599999994","1","","","d.dns.kr","android - chrome","Step_1","97506","22998","157","17006","17454","17454","22998","22998","16444","0","4385","12345","12318","12318","12320","12322","18458","18459","21363","47465","47466","47594","23","4385","16993","16993","16993","17432","21643","22928","17074","17074","21644","0.0032462842","0.0032462842","21364","0","52386","47594","21364","21364","0","220507_AS_3","1","1","290784","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","text","H2","","296563","326845","6","326845","506657","11","506657","347161","9","347161","8504855","230","8504855","0","0","0","768136","3","768136","0","0","0","45","1","28","220507_AS_3","12","","","","","","","","","",
"27008","27008","27565","259481","257470","4582274","4581124","131","131","130","130","1","0","0","0","0","1","E67C8E3329A940F6CAB3C95C3B312D0E","21382","21438","14050","15591","https://sncouncil.go.kr/","8","0","6B338E3B00FE9E7A4263B9379C57D890","https://sncouncil.go.kr/","14049","9845.900000006","15472","15655","16066","12","8","5441","3716","83","100","25","-1","100","-1","-1","71","-1","19","1875085","1408789","-1","-1","2080340","609311","","647","14","0","212","385","176","469","1004","288","0","0","421","0","1","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","","0","0","0","0","0","0","0","0","0","1","3","0","0","0","233","0","0","0","0","0","0","23","0","0","0","0","0","387","995","148","36","0","1","2","","0","22101","rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27","1651935435.6728","","","95.0.4638.74","95.0.4638.74","1651935449.6082","https://sncouncil.go.kr/kr/main.do","sncouncil.go.kr","https://sncouncil.go.kr","1678","21382","9845.900000006","9845.900000006","","","","d.dns.kr","android - chrome","Step_1","59977","21451","5899","19464","19464","19464","21451","21451","16763","5626","5673","10211","10231","10231","10234","10237","19676","19676","21218","27008","27008","27064","","","15472","15472","15472","15654","16066","21284","15655","21445","21445","0.1591608508","0.153676406","15591","0","31407","28023","15591","15591","0","220507_2N_4","1","1","207117","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","image","IMG","https://sncouncil.go.kr/attach/visual/20210526114943-391b9965521715941b3185d79b97be63fb60fec26500cdb282112e06f0c8ca0c9e6b5703c4f26385.jpg","212413","147285","4","147285","1194037","22","1194037","543122","17","725353","2080340","81","2080340","0","0","0","616340","6","616340","0","0","0","0","0","0","220507_2N_4","","","","","","","","","","",
"22653","22653","23484","164169","161762","3346506","3345356","72","72","71","71","0","1","0","0","0","1","7E9E5F966C55F28A966BA92A7E375E2E","19788","20180","10785","10788","https://b.nts.go.kr/","7","0","05E8EAD5DBFB17ECF6C448C0E2100A85","https://b.nts.go.kr/","10785","10532.799999982","13397","13783","13783","8","12","2672","1243","0","0","25","-1","100","-1","-1","81","-1","0","717131","540700","-1","-1","2627969","514311","","271","8","1","113","193","164","105","344","178","0","0","214","0","3","0","18","0","0","1","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","57","0","0","0","0","0","0","7","0","0","0","0","0","150","612","65","22","0","1","","","","20942","rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27","1651935511.8977","","","95.0.4638.74","95.0.4638.74","1651935525.2009","https://b.nts.go.kr/busannts/main.do","b.nts.go.kr","https://b.nts.go.kr","702","19788","10532.799999982","10533","","","","d.dns.kr","android - chrome","Step_1","42769","27041","4522","20419","27005","27005","27041","27041","16829","2864","2936","4776","4791","4791","4793","4795","13650","13650","13653","22653","22653","23044","","","13397","13397","13397","13783","13783","17429","13397","15136","15136","0.5728006046","0.5088498643","10788","535","26886","23045","","10788","1496","220507_3N_5","1","1","160796","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","image","IMG","https://b.nts.go.kr/upload/common/pm/img_49d72b40-7c7b-4072-b8fe-bcb8246919511650546490655.png","167426","51522","2","51522","561256","12","561256","104609","8","104609","2627969","49","2627969","0","0","0","0","0","0","0","0","0","0","0","0","220507_3N_5","0","","","","","","","","","",
"34870","34870","41365","345396","219175","5488411","3491778","168","168","103","166","0","2","0","0","0","1","CB7ABEC299C2D42303C0E68BF65A7990","34871","34890","22919","29752","https://chinese.busan.go.kr/","10","2","5D004D747B34CF517A89AA04C8626D28-2","https://www.busan.go.kr/zhs/index","22919","22913.300000012","22913","29854","22913","8","20","14157","","24","50","55","-1","100","-1","-1","75","-1","6","1634292","739687","-1","-1","3849074","997411","","194","23","0","1317","777","179","221","1875","77","0","0","478","0","36","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","8","48","1","0","1","0","0","0","23","0","0","0","0","0","13","334","45","21","0","1","190","","0","35481","rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27","1651935569.3264","","","95.0.4638.74","95.0.4638.74","1651935583.0963","https://www.busan.go.kr/zhs/index","www.busan.go.kr","https://www.busan.go.kr","1298","34870","22913.300000012","22913.300000012","","","","d.dns.kr","android - chrome","Step_1","78093","30850","4565","30850","30850","30850","30850","30850","28344","0","10434","14243","14261","14261","14267","14268","22919","22919","29751","34870","34870","34890","22","10434","22913","22913","22913","29853","22913","32359","22913","30849","30849","0.0242095701","0.0184793001","29752","0","46004","44537","29752","29752","0","220507_G7_6","1","1","201720","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","background-image","DIV","https://www.busan.go.kr/humanframe/theme/global/assets/img/main/visual_global_main_20190430.jpg","168579","110001","6","118927","1316596","38","2302343","197334","13","433093","3854880","106","3874040","0","0","0","0","0","0","0","0","0","8706","4","71425","220507_G7_6","4","0","","","","","","","","",
"22336","22336","22788","193548","191504","12414075","12412644","96","96","95","95","1","0","0","0","0","1","9E1D87B81C4BD1038088D2DD7EA7B833","22336","22354","12044","12857","https://www.crms.go.kr/","9","0","24CD2A1D82D376D26F03C68FA90C9927","https://www.crms.go.kr/","12043","11558.599999994","11559","12007","11559","9","5","7713","5247","1","1","59","-1","100","-1","-1","40","-1","0","378244","155648","-1","-1","11796904","7113482","","249","13","0","139","251","151","122","430","166","0","0","291","0","1","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","1","1","0","0","0","38","2","0","2","1","0","0","12","0","0","0","0","0","8","747","161","16","0","1","19","","1","19928","rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27","1651935663.5541","","","95.0.4638.74","95.0.4638.74","1651935677.5238","https://www.crms.go.kr/","www.crms.go.kr","https://www.crms.go.kr","729","22336","11558.599999994","11558.599999994","","","","ns2.gcc.go.kr","android - chrome","Step_1","50070","25658","1889","25319","25319","25411","25609","25658","16043","0","26","7806","7827","7827","7832","7834","12043","12043","12857","22335","22336","22353","","","11558","11558","11558","12007","11558","14967","11613","15758","15758","0.3046326653","0.3046326653","12857","0","25665","24432","12857","12857","0","220507_YN_7","1","1","823487","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","background-image","DIV","https://www.crms.go.kr/newcrms/images/main/mv_bg.gif","848843","15401","3","57199","340489","8","736769","25297","9","112871","11796904","75","11796904","0","0","0","235984","1","235984","0","0","0","0","0","0","220507_YN_7","23","","","","","","","","","",
"16630","16630","17793","194405","192067","2916785","2910743","83","83","82","82","1","0","0","0","0","1","F85CBD49231420A98EB2BF4E7DF5FB38","12675","12937","9226","9806","https://icis.me.go.kr/","1","0","B651196B1EFBDDCB98D7DAD62A80C942","https://icis.me.go.kr/","9226","9189","13143","13143","13143","13","22","3663","1741","0","0","28","-1","100","-1","-1","99","-1","0","2083409","1504195","-1","-1","249207","4090","","411","17","0","297","443","109","356","773","158","0","0","328","0","12","0","0","0","14","0","1","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","","0","0","0","0","0","0","0","0","4","0","0","0","0","1","152","1","0","0","0","0","0","19","0","0","0","0","0","43","518","14","6","0","0","10","","0","14092","rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27","1651935730.2487","","","95.0.4638.74","95.0.4638.74","1651935747.2832","https://icis.me.go.kr/main.do;jsessionid=GSKvwM4vntTbQ-JaKUzPL7I+.icis_ipotal21","icis.me.go.kr","https://icis.me.go.kr","1040","12675","9189","9189.099999994","","","","ns.gcc.go.kr","android - chrome","Step_1","46905","21080","179","17502","17502","17502","17502","21003","14499","3954","4009","7541","7411","7411","7419","7423","13180","13181","13761","16630","16630","16892","","","13143","13143","13143","13143","13143","17447","14242","13143","13143","0.2374453803","0.1777892327","9806","0","21585","17127","9806","9806","0","220507_VK_8","1","1","206424","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","image","IMG","https://icis.me.go.kr/static/imgs/popup/slidePop_000002.jpg","224473","340526","2","340526","949267","22","949267","419516","13","419516","636648","38","636648","0","0","0","560404","3","560404","0","0","0","4382","4","4382","220507_VK_8","","","","","","","","","","",
"120528","0","120528","90805","0","1827363","0","49","49","0","43","0","6","0","0","0","1","390CC2A2CB4445A3030470D63BF3A915","0","0","77558","77876","https://www.seoul.go.kr/","11","0","EEFCE540CFC6AD534B0359B9A48DF12D","https://www.seoul.go.kr/","77557","74741","74741","74741","","5","16","3741","1661","0","0","27","-1","100","-1","-1","42","-1","0","1028570","760458","-1","-1","660920","387757","","631","28","1","246","448","110","195","376","296","","0","430","0","56","0","7","0","16","2","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","4","1","0","0","0","0","18","0","0","0","0","0","0","18","0","0","0","0","0","470","664","319","75","0","1","0","","","116111","rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27","1651935796.8016","","","95.0.4638.74","95.0.4638.74","1651935813.6706","","","","","","","","","","","","android - chrome","Step_1","146901","120714","184","79320","80336","80336","80700","80700","79304","7229","7244","29614","29552","29552","29554","29559","77557","77558","77876","7227","","","","","74740","74740","74740","74740","","","74915","99709","99709","0","0","77876","0","120566","111351","77876","77876","0","220507_PK_9","1","1","15646","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","image","IMG","https://www.seoul.go.kr/upload/hotissue/18a033db6f9d467db357da4318376cda.jpg","","159456","5","159456","867965","22","867965","135850","5","135850","663448","9","663448","0","0","0","0","2","0","0","0","0","644","3","2448","220507_PK_9","3","","0","","","","","","","",
"34953","34953","35838","264852","262277","6723203","6697989","112","112","111","112","0","0","0","0","0","1","117F3A3A12D19160D31C14284AF2E4A5","23830","23855","13787","15831","https://www.foodsafetykorea.go.kr/","10","0","81FCD56F30B98A603774A9DC19BEFB22","https://www.foodsafetykorea.go.kr/","13787","12225.099999994","23392","23392","25042","11","33","6227","4752","0","5","24","-1","100","-1","-1","98","-1","45","2107327","1618074","-1","-1","2817657","76731","","297","7","1","442","789","164","1603","898","160","0","0","706","0","1","0","0","0","0","1","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","1","71","1","0","1","1","0","0","29","0","0","0","0","0","110","707","61","56","0","2","5","","0","29710","rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27","1651935962.9127","","","95.0.4638.74","95.0.4638.74","1651935980.2472","https://www.foodsafetykorea.go.kr/main.do","www.foodsafetykorea.go.kr","https://www.foodsafetykorea.go.kr","1787","23830","12225.099999994","12269.699999988","","","","ns2.gcc.go.kr","android - chrome","Step_1","69991","37234","222","36816","36917","37020","37114","37234","26817","11123","11145","16934","16762","16762","16764","16769","24910","24910","26954","34953","34953","34978","","","23347","23392","23347","23392","25042","29255","25042","27699","27699","0.0003932204","0.0003932204","15831","0","39736","36748","15831","15831","0","220507_DB_A","1","1","227050","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","image","IMG","https://www.foodsafetykorea.go.kr/uploadimg/20220425/20220425103807_1650850687898.png","233168","439566","2","439566","1433015","35","1463214","214622","11","214622","3193063","58","3193063","0","0","0","1417628","2","1417628","0","0","0","95","3","92","220507_DB_A","0","","3","","","","","","","",
"36080","36080","36594","322393","319920","5111806","5110656","164","164","163","162","0","2","0","0","0","1","37A90AEF5517D35F92D3C1F238174706","21151","21151","18173","18864","http://www.rda.go.kr/","16","1","2EBAFCC6E577AADD7A82296DD42DCF9B-1","http://www.rda.go.kr/main/mainPage.do","18172","12754.299999982","27683","27683","28994","4","7","10990","","23","23","40","-1","100","-1","-1","60","-1","0","1157821","698035","-1","-1","2046738","819620","","477","6","1","322","576","245","222","1695","250","0","0","1279","0","1","0","0","0","38","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","14","","0","0","0","0","20","0","0","0","0","0","0","0","0","0","201","0","0","0","0","0","0","25","0","0","0","0","0","0","266","23","4","0","0","","","","30883","rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27","1651936052.8682","","","95.0.4638.74","95.0.4638.74","1651936069.8505","https://www.rda.go.kr/main/mainPage.do","www.rda.go.kr","https://www.rda.go.kr","1607","21151","12754.299999982","12754.299999982","","","","d.dns.kr","android - chrome","Step_1","80399","38639","2192","31408","37187","37817","38207","38307","31175","14929","14967","21168","21178","21178","21181","21184","33101","33102","33793","36080","36080","36081","27","2719","27683","27683","27683","27683","28993","33897","28994","31408","31408","0.6200156675","0.6183953033","18864","0","40288","37629","18864","18864","0","220507_BP_B","1","1","199648","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","background-image","VIDEO","https://www.rda.go.kr/images/main/rda60_intro.jpg","203692","144912","3","240103","629503","23","629503","378743","12","950282","3592734","94","3592734","0","0","0","364728","29","364728","0","1","0","36","1","16","220507_BP_B","","","31","","","","","","","",
