loadTime,docTime,fullyLoaded,bytesOut,bytesOutDoc,bytesIn,bytesInDoc,requests,requestsFull,requestsDoc,responses_200,responses_404,responses_other,result,testStartOffset,cached,optimization_checked,main_frame,loadEventStart,loadEventEnd,domContentLoadedEventStart,domContentLoadedEventEnd,URL,connections,final_base_page_request,final_base_page_request_id,final_url,firstPaint,firstContentfulPaint,firstImagePaint,firstMeaningfulPaint,domInteractive,renderBlockingCSS,renderBlockingJS,TTFB,basePageSSLTime,score_cache,score_cdn,score_gzip,score_cookies,score_keep-alive,score_minify,score_combine,score_compress,score_etags,score_progressive_jpeg,gzip_total,gzip_savings,minify_total,minify_savings,image_total,image_savings,base_page_cdn,cpu.UpdateLayerTree,cpu.EventDispatch,cpu.CommitLoad,cpu.EvaluateScript,cpu.v8.compile,cpu.ResourceFetcher::requestResource,cpu.ParseHTML,cpu.ParseAuthorStyleSheet,cpu.MinorGC,cpu.V8.GC_HEAP_PROLOGUE,cpu.V8.GC_HEAP_EXTERNAL_PROLOGUE,cpu.V8.GC_SCAVENGER_COMPLETE_SWEEP_ARRAY_BUFFERS,cpu.V8.GC_SCAVENGER,cpu.V8.GC_TIME_TO_SAFEPOINT,cpu.V8.GC_HEAP_PROLOGUE_SAFEPOINT,cpu.V8.GC_SCAVENGER_SCAVENGE,cpu.V8.GC_SCAVENGER_SCAVENGE_WEAK_GLOBAL_HANDLES_IDENTIFY,cpu.V8.GC_SCAVENGER_SCAVENGE_ROOTS,cpu.V8.GC_SCAVENGER_SCAVENGE_PARALLEL,cpu.V8.GC_SCAVENGER_SCAVENGE_WEAK_GLOBAL_HANDLES_PROCESS,cpu.V8.GC_SCAVENGER_SCAVENGE_FINALIZE,cpu.V8.GC_SCAVENGER_SCAVENGE_UPDATE_REFS,cpu.V8.GC_SCAVENGER_FREE_REMEMBERED_SET,cpu.V8.GC_SCAVENGER_SWEEP_ARRAY_BUFFERS,cpu.V8.GC_HEAP_EXTERNAL_WEAK_GLOBAL_HANDLES,cpu.V8.GC_HEAP_EPILOGUE_SAFEPOINT,cpu.V8.GC_HEAP_EPILOGUE_REDUCE_NEW_SPACE,cpu.V8.GC_HEAP_EXTERNAL_EPILOGUE,cpu.V8.GC_HEAP_EPILOGUE,cpu.UpdateLayoutTree,cpu.Layout,cpu.FunctionCall,cpu.ResourceChangePriority,cpu.IntersectionObserverController::computeIntersections,cpu.Paint,cpu.V8.GC_MC_INCREMENTAL_START,cpu.V8.GC_MC_INCREMENTAL_EXTERNAL_PROLOGUE,cpu.V8.GC_MC_INCREMENTAL_EMBEDDER_PROLOGUE,cpu.V8.GC_MC_INCREMENTAL_EXTERNAL_EPILOGUE,cpu.TimerFire,cpu.V8.GC_MC_INCREMENTAL,cpu.V8.GC_MC_INCREMENTAL_EMBEDDER_TRACING,cpu.MajorGC,cpu.V8.GC_MC_INCREMENTAL_FINALIZE,cpu.V8.GC_MC_INCREMENTAL_FINALIZE_BODY,cpu.V8.GC_MARK_COMPACTOR,cpu.V8.GC_MC_PROLOGUE,cpu.V8.GC_MC_MARK,cpu.V8.GC_MC_MARK_FINISH_INCREMENTAL,cpu.V8.GC_MC_MARK_ROOTS,cpu.V8.GC_MC_MARK_MAIN,cpu.V8.GC_MC_MARK_WEAK_CLOSURE,cpu.V8.GC_MC_MARK_EMBEDDER_TRACING_CLOSURE,cpu.V8.GC_MC_MARK_EMBEDDER_TRACING,cpu.V8.GC_MC_MARK_WEAK_CLOSURE_EPHEMERON,cpu.V8.GC_MC_MARK_WEAK_CLOSURE_EPHEMERON_MARKING,cpu.V8.GC_MC_MARK_WEAK_CLOSURE_WEAK_HANDLES,cpu.V8.GC_MC_MARK_WEAK_CLOSURE_WEAK_ROOTS,cpu.V8.GC_MC_MARK_WEAK_CLOSURE_HARMONY,cpu.V8.GC_MC_CLEAR,cpu.V8.GC_MC_CLEAR_STRING_TABLE,cpu.V8.GC_MC_CLEAR_FLUSHABLE_BYTECODE,cpu.V8.GC_MC_CLEAR_FLUSHED_JS_FUNCTIONS,cpu.V8.GC_MC_CLEAR_WEAK_LISTS,cpu.V8.GC_MC_CLEAR_MAPS,cpu.V8.GC_MC_CLEAR_WEAK_REFERENCES,cpu.V8.GC_MC_CLEAR_WEAK_COLLECTIONS,cpu.V8.GC_MC_SWEEP,cpu.V8.GC_MC_EVACUATE,cpu.V8.GC_MC_EVACUATE_PROLOGUE,cpu.V8.GC_MC_EVACUATE_COPY,cpu.V8.GC_MC_EVACUATE_COPY_PARALLEL,cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS,cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS_TO_NEW_ROOTS,cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS_SLOTS_MAIN,cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS_PARALLEL,cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS_WEAK,cpu.V8.GC_MC_EVACUATE_REBALANCE,cpu.V8.GC_MC_EVACUATE_CLEAN_UP,cpu.V8.GC_MC_EVACUATE_EPILOGUE,cpu.V8.GC_MC_FINISH,cpu.V8.GC_MC_FINISH_SWEEP_ARRAY_BUFFERS,cpu.V8.GC_MC_EPILOGUE,cpu.V8.GC_HEAP_EMBEDDER_TRACING_EPILOGUE,cpu.v8.produceCache,cpu.V8.GC_MC_COMPLETE_SWEEPING,cpu.FireAnimationFrame,cpu.largestContentfulPaint::Candidate,cpu.HitTest,cpu.MarkDOMContent,cpu.MarkLoad,cpu.Idle,tester,start_epoch,osVersion,os_version,browserVersion,browser_version,date,document_URL,document_hostname,document_origin,domElements,domComplete,PerformancePaintTiming.first-paint,PerformancePaintTiming.first-contentful-paint,base_page_ip_ptr,base_page_cname,base_page_dns_server,browser_name,eventName,test_run_time_ms,lastVisualChange,render,visualComplete85,visualComplete90,visualComplete95,visualComplete99,visualComplete,SpeedIndex,chromeUserTiming.navigationStart,chromeUserTiming.fetchStart,chromeUserTiming.responseEnd,chromeUserTiming.unloadEventStart,chromeUserTiming.unloadEventEnd,chromeUserTiming.commitNavigationEnd,chromeUserTiming.domLoading,chromeUserTiming.firstPaint,chromeUserTiming.firstContentfulPaint,chromeUserTiming.firstImagePaint,chromeUserTiming.firstMeaningfulPaintCandidate,chromeUserTiming.firstMeaningfulPaint,chromeUserTiming.domInteractive,chromeUserTiming.domContentLoadedEventStart,chromeUserTiming.domContentLoadedEventEnd,chromeUserTiming.LayoutShift,chromeUserTiming.domComplete,chromeUserTiming.loadEventStart,chromeUserTiming.loadEventEnd,chromeUserTiming.LargestTextPaint,chromeUserTiming.LargestContentfulPaint,chromeUserTiming.LargestImagePaint,chromeUserTiming.TotalLayoutShift,chromeUserTiming.CumulativeLayoutShift,FirstInteractive,maxFID,TTIMeasurementEnd,LastInteractive,TimeToInteractive,FirstCPUIdle,TotalBlockingTime,testID,run,step,effectiveBps,domTime,aft,titleTime,domLoading,server_rtt,error,edge-processed,LargestContentfulPaintType,LargestContentfulPaintNodeType,LargestContentfulPaintImageURL,effectiveBpsDoc,bytes.html,requests.html,bytesUncompressed.html,bytes.js,requests.js,bytesUncompressed.js,bytes.css,requests.css,bytesUncompressed.css,bytes.image,requests.image,bytesUncompressed.image,bytes.flash,requests.flash,bytesUncompressed.flash,bytes.font,requests.font,bytesUncompressed.font,bytes.video,requests.video,bytesUncompressed.video,bytes.other,requests.other,bytesUncompressed.other,id,chromeUserTiming.markAsMainFrame,cpu.FireIdleCallback,cpu.XHRReadyStateChange,cpu.XHRLoad,cpu.ScrollLayer,chromeUserTiming.redirectStart,chromeUserTiming.redirectEnd,chromeUserTiming.InteractiveTime,smallImageCount,bigImageCount,maybeCaptcha,cpu.V8.GC_MC_COMPLETE_SWEEP_ARRAY_BUFFERS,userTime.Zone,userTime.Zone_ZoneAwarePromise,userTime.Zone_toString,userTime.Zone_util,userTime.Zone_legacy,userTime.Zone_timers,userTime.Zone_requestAnimationFrame,userTime.Zone_blocking,userTime.Zone_EventTarget,userTime.Zone_on_property,userTime.Zone_XHR,userTime.Zone_geolocation,userTime.Zone_PromiseRejectionEvent,userTimingMeasure.Zone,userTimingMeasure.Zone_ZoneAwarePromise,userTimingMeasure.Zone_toString,userTimingMeasure.Zone_util,userTimingMeasure.Zone_legacy,userTimingMeasure.Zone_timers,userTimingMeasure.Zone_requestAnimationFrame,userTimingMeasure.Zone_blocking,userTimingMeasure.Zone_EventTarget,userTimingMeasure.Zone_on_property,userTimingMeasure.Zone_XHR,userTimingMeasure.Zone_geolocation,userTimingMeasure.Zone_PromiseRejectionEvent,userTime,cpu.V8.GC_MC_MARK_EMBEDDER_PROLOGUE,cpu.V8.GC_MC_INCREMENTAL_LAYOUT_CHANGE,cpu.V8.CheckMemoryPressure,axe_failed,cpu.v8.compileModule,cpu.v8.evaluateModule,userTime.addthis.render_toolbox,userTime.addthis.render_layers_thankyou,userTime.addthis.render_layers_sharedock,userTime.addthis.render_layers_follow,userTime.Zone_canvas,userTimingMeasure.Zone_canvas,userTime.Zone_fetch,userTime.Zone_customElements,userTimingMeasure.Zone_fetch,userTimingMeasure.Zone_customElements
16817,16817,17629,149290,147270,2040128,2035527,83,83,82,82,1,0,0,0,0,1,AB9B86F5691530E7B33AD6A457A52B9D,16816,16829,9515,9623,https://keralaregistration.gov.in,6,0,92744FA842CCF06B59148A4ABFD0610F,https://keralaregistration.gov.in/,8546.9,8547,8547,8547,9515,6,8,2084,1068,0,0,36,-1,100,-1,-1,49,-1,0,1213582,786850,-1,-1,827852,425426,,690,7,0,164,304,186,107,31,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,276,169,805,0,238,158,6,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0,8,0,0,13635,rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27,1652519649,,,95.0.4638.74,95.0.4638.74,1652519664,https://keralaregistration.gov.in/,keralaregistration.gov.in,https://keralaregistration.gov.in,533,16816,8546.9,8546.9,,,ns3.registry.in,android - chrome,Step_1,38362,20957,3325,11010,11010,11546,11546,12040,9553,0,31,2120,2168,2168,2170,2171,8546,8546,8546,8546,8546,9515,9515,9623,10944,16816,16817,16829,8547,10313,10313,0.031527836,0.031527836,9623,452,20898,9635,9635,9623,869,220514_57_57,1,1,131240,0,0,0,0,0,Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float',1,background-image,DIV,https://keralaregistration.gov.in/images/header_bg_mal.jpg,138161,18931,2,74525,267292,24,826354,25354,8,125905,1728546,48,1728688,0,0,0,0,0,0,0,0,0,70,1,56,220514_57_57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6FA1E8DC6FF69A754688B9666DB93BEE,0,0,35407,35407,https://navodaya.gov.in,0,,,,0,,,,35406,0,0,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27,1652519758,,,95.0.4638.74,95.0.4638.74,1652519771,,,,,,,,,,,android - chrome,Step_1,41903,10326,6196,10326,10326,10326,10326,10326,10240,35404,25,35479,35424,35424,35426,35427,,,,,,35406,35407,35407,,35407,,,,,,0,0,35407,0,35490,6196,6196,35407,0,220514_MW_58,1,1,,0,0,0,0,0,Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float',1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220514_MW_58,35425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39962,39962,41018,256445,252150,4528013,4524271,129,129,127,124,1,4,0,0,0,1,595157E37CC6CF19447242747084EC61,39962,40234,5846,6121,https://mod.gov.in,6,1,0022782A3D440BCFE9A8CC8844C41C3C-1,https://www.mod.gov.in/,5381.1,5381,5381,5381,5846,0,26,3443,756,99,100,100,-1,100,-1,-1,51,-1,32,353534,0,-1,-1,4169356,2063975,Akamai,194,26,0,92,176,305,98,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,106,284,278,0,29,70,21,0,1,0,13,27,5,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,,0,0,0,0,0,0,0,8,,1,,0,7,0,0,39237,rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27,1652519814,,,95.0.4638.74,95.0.4638.74,1652519827,https://www.mod.gov.in/,www.mod.gov.in,https://www.mod.gov.in,825,39962,5381.1,5381.1,,,ns10.nic.in,android - chrome,Step_1,59666,40526,5399,5604,5915,5915,6812,7337,5534,0,2103,3468,3516,3516,3518,3519,5381,5381,5381,5381,5381,5846,5846,6121,40345,39961,39962,40234,5381,40519,40519,0.505131676,0.33722787,7037,243,44536,40234,7037,7037,429,220514_T8_59,1,1,120506,0,0,0,0,0,Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float',1,image,IMG,https://cbpssubscriber.mygov.in/assets/uploads/juGajmc1gOVBUtt5?57,123888,20938,3,93493,199396,27,682355,45437,28,187984,4169356,62,4169356,0,0,0,90309,6,91160,0,0,0,36,2,16,220514_T8_59,,5,1,0,10,18,2103,7869,30,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9CC59526375A98F527DD12F60BBD373B,0,0,0,0,https://ksb.gov.in,0,,,,0,,,,0,0,0,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27,1652519889,,,95.0.4638.74,95.0.4638.74,1652519902,,,,,,,,,,,android - chrome,Step_1,40575,11447,7219,11447,11447,11447,11447,11447,11360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220514_HF_5A,1,1,,0,0,0,0,0,Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float',1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220514_HF_5A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9976,9976,10816,31085,28558,304409,303515,14,14,13,14,0,0,0,0,0,1,88F3CDF0B9E934F8D39B86720778F97A,9976,9976,9970,9970,https://ukpsc.gov.in,6,0,E76CE1171DF395E22DAD18BBE00152FD,https://ukpsc.gov.in/,8121.6,8121,8676,10475,9969,0,0,7445,6068,0,0,20,-1,100,-1,-1,39,-1,0,158507,127800,-1,-1,144349,88091,,15,2,0,580,67,54,71,,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,29,152,297,0,4,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,1,1,5,,0,0,0,0,9450,rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27,1652519943,,,95.0.4638.74,95.0.4638.74,1652519956,https://ukpsc.gov.in/,ukpsc.gov.in,https://ukpsc.gov.in,140,9976,8121.6,8121.6,,,ns6.registry.in,android - chrome,Step_1,23965,11699,7495,8691,8691,8691,11699,11699,8628,0,19,7483,7509,7510,7511,7512,8121,8121,8676,8121,10475,9970,9970,9971,8640,9976,9976,9976,8121,8121,8676,0.356042061,0.356042061,9970,0,10592,10427,9970,9970,0,220514_55_5B,1,1,90302,0,0,0,0,0,Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float',1,text,P,,119919,28442,1,28442,130724,7,130724,0,0,0,144349,5,144349,0,0,0,0,0,0,0,0,0,0,0,0,220514_55_5B,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,885270AD9B8461DA2006B525641E0E93,0,0,35997,35997,https://msme.gov.in,0,,,,0,,,,35996,0,0,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27,1652519982,,,95.0.4638.74,95.0.4638.74,1652519995,,,,,,,,,,,android - chrome,Step_1,42161,10982,6809,10982,10982,10982,10982,10982,10891,35992,23,36092,36021,36022,36025,36027,,,,,,35996,35997,35997,,35998,,,,,,0,0,35997,0,36099,6809,6809,35997,0,220514_87_5C,1,1,,0,0,0,0,0,Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float',1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220514_87_5C,36024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8F4370FCA9EA97C5CD8D3A4DB741DE4D,0,0,0,0,https://india.gov.in,0,,,,0,,,,0,0,0,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27,1652520038,,,95.0.4638.74,95.0.4638.74,1652520051,,,,,,,,,,,android - chrome,Step_1,40188,12192,8065,12192,12192,12192,12192,12192,12107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220514_YM_5D,1,1,,0,0,0,0,0,Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float',1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220514_YM_5D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,E68AF98654E35418761DCFEFB7D4AF82,0,0,0,0,https://gstcouncil.gov.in,0,,,,0,,,,0,0,0,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27,1652520093,,,95.0.4638.74,95.0.4638.74,1652520105,,,,,,,,,,,android - chrome,Step_1,41384,11315,7315,11315,11315,11315,11315,11315,11232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220514_Z4_5E,1,1,,0,0,0,0,0,Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float',1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220514_Z4_5E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1FB4957355067D66E487CBC9F9FAF354,0,0,35991,35991,https://highcourtchd.gov.in,0,,,,0,,,,35991,0,0,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27,1652520148,,,95.0.4638.74,95.0.4638.74,1652520160,,,,,,,,,,,android - chrome,Step_1,41482,11877,7697,11877,11877,11877,11877,11877,11790,35987,23,36054,36005,36005,36008,36008,,,,,,35991,35991,35991,,35992,,,,,,0,0,35991,0,36063,7697,7697,35991,0,220514_1S_5F,1,1,,0,0,0,0,0,Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float',1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220514_1S_5F,36006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40219,40219,44809,369613,304759,9521039,7774954,164,164,131,162,0,1,0,0,0,1,60C580176F1D18F2748916EB6C5DF541,40219,40306,38353,38872,https://labour.gov.in,17,0,CA501F2A1096FF362CFA32FC8362B23E,https://labour.gov.in/,6142.6,6143,6143,38023,38352,0,24,2335,1042,88,23,100,-1,100,-1,-1,83,-1,72,444561,0,-1,-1,8961731,1577258,,966,15,1,234,376,379,246,63,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,277,878,465,0,269,335,2,0,0,0,13,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,,0,0,0,0,0,0,0,2,,1,26,0,2,0,0,40187,rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27,1652520204,,,95.0.4638.74,95.0.4638.74,1652520216,https://labour.gov.in/,labour.gov.in,https://labour.gov.in,1067,40219,6142.6,6142.6,,,ns10.nic.in,android - chrome,Step_1,68593,47973,7096,47514,47605,47716,47910,47973,27322,0,19,2412,2438,2438,2442,2443,6142,6142,6142,6142,38022,38352,38353,38872,40589,40219,40219,40306,37551,40589,40589,0.643898217,0.509166229,38872,0,48796,44198,38872,38872,0,220514_J3_5G,1,1,224161,0,0,0,0,0,Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float',1,image,IMG,https://labour.gov.in/sites/default/files/banner1.jpg,205230,128603,4,427710,269235,31,972712,50499,28,221712,8965369,91,8965347,0,0,0,107116,7,107116,0,0,0,217,3,296,220514_J3_5G,,,3,0,,,,38872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
