"loadTime","docTime","fullyLoaded","bytesOut","bytesOutDoc","bytesIn","bytesInDoc","requests","requestsFull","requestsDoc","responses_200","responses_404","responses_other","result","testStartOffset","cached","optimization_checked","main_frame","loadEventStart","loadEventEnd","domContentLoadedEventStart","domContentLoadedEventEnd","URL","connections","final_base_page_request","final_base_page_request_id","final_url","firstPaint","firstContentfulPaint","firstMeaningfulPaint","firstImagePaint","domInteractive","renderBlockingCSS","renderBlockingJS","TTFB","basePageSSLTime","score_cache","score_cdn","score_gzip","score_cookies","score_keep-alive","score_minify","score_combine","score_compress","score_etags","score_progressive_jpeg","gzip_total","gzip_savings","minify_total","minify_savings","image_total","image_savings","base_page_cdn","cpu.PrePaint","cpu.Paint","cpu.FireAnimationFrame","cpu.FunctionCall","cpu.EventDispatch","cpu.CommitLoad","cpu.ResourceFetcher::requestResource","cpu.EvaluateScript","cpu.v8.compile","cpu.ParseHTML","cpu.ParseAuthorStyleSheet","cpu.V8.GC_HEAP_EXTERNAL_PROLOGUE","cpu.MinorGC","cpu.V8.GC_HEAP_PROLOGUE","cpu.V8.GC_SCAVENGER_COMPLETE_SWEEP_ARRAY_BUFFERS","cpu.V8.GC_SCAVENGER","cpu.V8.GC_TIME_TO_SAFEPOINT","cpu.V8.GC_HEAP_PROLOGUE_SAFEPOINT","cpu.V8.GC_SCAVENGER_SCAVENGE","cpu.V8.GC_SCAVENGER_SCAVENGE_WEAK_GLOBAL_HANDLES_IDENTIFY","cpu.V8.GC_SCAVENGER_SCAVENGE_ROOTS","cpu.V8.GC_SCAVENGER_SCAVENGE_PARALLEL","cpu.V8.GC_SCAVENGER_SCAVENGE_WEAK_GLOBAL_HANDLES_PROCESS","cpu.V8.GC_SCAVENGER_SCAVENGE_FINALIZE","cpu.V8.GC_SCAVENGER_SCAVENGE_UPDATE_REFS","cpu.V8.GC_SCAVENGER_FREE_REMEMBERED_SET","cpu.V8.GC_SCAVENGER_SWEEP_ARRAY_BUFFERS","cpu.V8.GC_HEAP_EXTERNAL_WEAK_GLOBAL_HANDLES","cpu.V8.GC_HEAP_EPILOGUE_SAFEPOINT","cpu.V8.GC_HEAP_EPILOGUE_REDUCE_NEW_SPACE","cpu.V8.GC_HEAP_EPILOGUE","cpu.V8.GC_HEAP_EXTERNAL_EPILOGUE","cpu.XHRReadyStateChange","cpu.TimerFire","cpu.V8.GC_MC_COMPLETE_SWEEP_ARRAY_BUFFERS","cpu.V8.GC_MC_INCREMENTAL_START","cpu.V8.GC_MC_INCREMENTAL_EXTERNAL_PROLOGUE","cpu.V8.GC_MC_INCREMENTAL_EMBEDDER_PROLOGUE","cpu.V8.GC_MC_INCREMENTAL_EXTERNAL_EPILOGUE","cpu.UpdateLayoutTree","cpu.Layout","cpu.ResourceChangePriority","cpu.IntersectionObserverController::computeIntersections","cpu.largestContentfulPaint::Candidate","cpu.V8.GC_MC_INCREMENTAL","cpu.V8.GC_MC_INCREMENTAL_EMBEDDER_TRACING","cpu.HitTest","cpu.MajorGC","cpu.V8.GC_MC_INCREMENTAL_FINALIZE","cpu.V8.GC_MC_INCREMENTAL_FINALIZE_BODY","cpu.V8.GC_MARK_COMPACTOR","cpu.V8.GC_MC_PROLOGUE","cpu.V8.GC_MC_MARK","cpu.V8.GC_MC_MARK_FINISH_INCREMENTAL","cpu.V8.GC_MC_MARK_ROOTS","cpu.V8.GC_MC_MARK_CLIENT_HEAPS","cpu.V8.GC_MC_MARK_RETAIN_MAPS","cpu.V8.GC_MC_MARK_FULL_CLOSURE_PARALLEL","cpu.V8.GC_MC_MARK_EMBEDDER_TRACING","cpu.V8.GC_MC_MARK_WEAK_CLOSURE_EPHEMERON_MARKING","cpu.V8.GC_MC_MARK_FULL_CLOSURE_PARALLEL_JOIN","cpu.V8.GC_MC_MARK_FULL_CLOSURE","cpu.V8.GC_MC_CLEAR","cpu.V8.GC_MC_CLEAR_STRING_FORWARDING_TABLE","cpu.V8.GC_MC_CLEAR_EXTERNAL_STRING_TABLE","cpu.V8.GC_MC_CLEAR_WEAK_GLOBAL_HANDLES","cpu.V8.GC_MC_CLEAR_FLUSHABLE_BYTECODE","cpu.V8.GC_MC_CLEAR_FLUSHED_JS_FUNCTIONS","cpu.V8.GC_MC_CLEAR_WEAK_LISTS","cpu.V8.GC_MC_CLEAR_MAPS","cpu.V8.GC_MC_CLEAR_WEAK_REFERENCES","cpu.V8.GC_MC_CLEAR_WEAK_COLLECTIONS","cpu.V8.GC_MC_CLEAR_JOIN_JOB","cpu.V8.GC_MC_SWEEP","cpu.V8.GC_MC_EVACUATE","cpu.V8.GC_MC_EVACUATE_PROLOGUE","cpu.V8.GC_MC_EVACUATE_COPY","cpu.V8.GC_MC_EVACUATE_COPY_PARALLEL","cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS","cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS_TO_NEW_ROOTS","cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS_CLIENT_HEAPS","cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS_SLOTS_MAIN","cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS_PARALLEL","cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS_WEAK","cpu.V8.GC_MC_EVACUATE_REBALANCE","cpu.V8.GC_MC_EVACUATE_CLEAN_UP","cpu.V8.GC_MC_EVACUATE_EPILOGUE","cpu.V8.GC_MC_FINISH","cpu.V8.GC_MC_FINISH_SWEEP_ARRAY_BUFFERS","cpu.V8.GC_MC_EPILOGUE","cpu.V8.GC_HEAP_EMBEDDER_TRACING_EPILOGUE","cpu.V8.GC_MC_COMPLETE_SWEEPING","cpu.XHRLoad","cpu.MarkDOMContent","cpu.MarkLoad","cpu.Idle","tester","start_epoch","osVersion","os_version","browserVersion","browser_version","date","document_URL","document_hostname","document_origin","domElements","domComplete","PerformancePaintTiming.first-paint","PerformancePaintTiming.first-contentful-paint","base_page_ip_ptr","base_page_cname","base_page_dns_server","browser_name","eventName","test_run_time_ms","testUrl","lastVisualChange","render","visualComplete85","visualComplete90","visualComplete95","visualComplete99","visualComplete","SpeedIndex","chromeUserTiming.navigationStart","chromeUserTiming.fetchStart","chromeUserTiming.responseEnd","chromeUserTiming.unloadEventStart","chromeUserTiming.unloadEventEnd","chromeUserTiming.commitNavigationEnd","chromeUserTiming.domLoading","chromeUserTiming.firstPaint","chromeUserTiming.firstContentfulPaint","chromeUserTiming.firstMeaningfulPaintCandidate","chromeUserTiming.firstMeaningfulPaint","chromeUserTiming.LayoutShift","chromeUserTiming.firstImagePaint","chromeUserTiming.domInteractive","chromeUserTiming.domContentLoadedEventStart","chromeUserTiming.domContentLoadedEventEnd","chromeUserTiming.domComplete","chromeUserTiming.loadEventStart","chromeUserTiming.loadEventEnd","chromeUserTiming.LargestTextPaint","chromeUserTiming.LargestContentfulPaint","chromeUserTiming.LargestImagePaint","chromeUserTiming.TotalLayoutShift","chromeUserTiming.CumulativeLayoutShift","maxFID","TTIMeasurementEnd","LastInteractive","TotalBlockingTime","testID","run","step","effectiveBps","domTime","aft","titleTime","domLoading","server_rtt","error","edge-processed","LargestContentfulPaintType","LargestContentfulPaintNodeType","effectiveBpsDoc","bytes.html","requests.html","bytesUncompressed.html","bytes.js","requests.js","bytesUncompressed.js","bytes.css","requests.css","bytesUncompressed.css","bytes.image","requests.image","bytesUncompressed.image","bytes.flash","requests.flash","bytesUncompressed.flash","bytes.font","requests.font","bytesUncompressed.font","bytes.video","requests.video","bytesUncompressed.video","bytes.other","requests.other","bytesUncompressed.other","id","cpu.V8.GC_MC_INCREMENTAL_SWEEPING","cpu.v8.produceCache","chromeUserTiming.redirectStart","chromeUserTiming.redirectEnd","LargestContentfulPaintImageURL","cpu.V8.GC_MC_CLEAR_STRING_TABLE","cpu.V8.GC_MC_MARK_EMBEDDER_PROLOGUE","cpu.V8.GC_MC_INCREMENTAL_LAYOUT_CHANGE","FirstInteractive","FirstCPUIdle","TimeToInteractive","cpu.FireIdleCallback","chromeUserTiming.InteractiveTime","cpu.ScrollLayer","userTime.embed-script-start-pre-delay","userTime.embed-script-end-pre-delay","userTime.embed-script-start-post-delay","userTime.embed-script-end-post-delay","userTimingMeasure.embed-script-load-time-pre-delay","userTimingMeasure.embed-script-load-time-post-delay","userTime","cpu.v8.compileModule","cpu.v8.evaluateModule","userTime.addthis.render_toolbox","userTime.addthis.render_layers_thankyou","userTime.addthis.render_layers_sharedock","userTime.Zone","userTime.Zone_ZoneAwarePromise","userTime.Zone_toString","userTime.Zone_util","userTime.Zone_legacy","userTime.Zone_registerElement","userTime.Zone_EventTargetLegacy","userTime.Zone_timers","userTime.Zone_requestAnimationFrame","userTime.Zone_blocking","userTime.Zone_EventTarget","userTime.Zone_on_property","userTime.Zone_customElements","userTime.Zone_XHR","userTime.Zone_geolocation","userTime.Zone_PromiseRejectionEvent","userTimingMeasure.Zone","userTimingMeasure.Zone_ZoneAwarePromise","userTimingMeasure.Zone_toString","userTimingMeasure.Zone_util","userTimingMeasure.Zone_legacy","userTimingMeasure.Zone_registerElement","userTimingMeasure.Zone_EventTargetLegacy","userTimingMeasure.Zone_timers","userTimingMeasure.Zone_requestAnimationFrame","userTimingMeasure.Zone_blocking","userTimingMeasure.Zone_EventTarget","userTimingMeasure.Zone_on_property","userTimingMeasure.Zone_customElements","userTimingMeasure.Zone_XHR","userTimingMeasure.Zone_geolocation","userTimingMeasure.Zone_PromiseRejectionEvent","axe_failed",
"9510","9510","11864","120983","104701","1010548","1000963","49","49","45","47","1","1","0","0","0","1","621556F18A79A2034B6211DD04AC7241","9483","9492","6883","7158","https://agriculture.canada.ca/en","17","0","238F9C1C700FAC1BCB5A20942B8AD0C6","https://agriculture.canada.ca/en","5431.4","5458","5459","6645","6882","6","1","2278","1074","18","33","100","-1","100","-1","-1","85","-1","0","562419","1670","-1","-1","350954","55853","","67","25","0","2268","19","1","227","825","161","184","98","0","0","0","0","0","0","1","0","0","1","30","0","0","0","0","0","0","0","0","0","0","2","8","0","27","0","0","0","379","285","0","4","0","2","3","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","7231","aimen-HP-EliteDesk-800-G3-TWR-203.135.63.19","1662015950.2642","","","104.0.5112.97","104.0.5112.97","1662015961.821","https://agriculture.canada.ca/en","agriculture.canada.ca","https://agriculture.canada.ca","1098","9483","5431.4","5431.5","publicentrale-ext.agr.gc.ca","","xns-kedc-1.ssc-spc.gc.ca","android - chrome","Step_1","31884","https://agriculture.canada.ca/en","9000","5616","6634","6634","8767","9000","9000","5962","27","60","2337","2362","2362","2364","2366","5458","5458","5458","5458","8976","6645","6909","6909","7185","9510","9510","9518","5629","5629","6645","0.0011684239","0.0008408628","1194","15238","14290","2692","220831_XS_RT","1","1","105419","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","text","H1","138407","31554","4","137921","428939","15","1625228","88698","6","455049","356136","10","365737","0","0","0","71692","5","71692","0","0","0","28101","8","125621","220831_XS_RT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"9361","9361","9736","274658","272245","2200431","2200431","130","130","129","130","0","0","0","0","0","1","CF97BAC851953F6D1E6AC0EEE20CE0CB","2734","2736","1968","2000","https://www.atlanticpilotage.com/","4","0","B4333FE251E61EF8CCB867044DE83E34","https://www.atlanticpilotage.com/","1615.9","8317","8318","8318","1968","64","7","3709","1883","99","4","100","-1","100","-1","-1","100","-1","-1","380743","0","-1","-1","10659","0","","39","29","0","1175","8","1","701","1012","174","192","139","0","0","0","0","0","0","0","0","1","0","28","0","0","0","0","0","0","1","0","0","0","3","5","0","14","0","0","0","257","76","0","3","0","3","5","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","3","0","1","0","1","","0","0","0","0","4","0","0","5","1","0","0","0","5804","aimen-HP-EliteDesk-800-G3-TWR-203.135.63.19","1662016029.9331","","","104.0.5112.97","104.0.5112.97","1662016039.9026","https://www.atlanticpilotage.com/","www.atlanticpilotage.com","https://www.atlanticpilotage.com","731","2734","1615.9","1689.6","ps594458.dreamhostps.com","","ns1.dreamhost.com","android - chrome","Step_1","25231","https://www.atlanticpilotage.com/","9216","100","9216","9216","9216","9216","9216","8840","6627","6644","6752","7227","7227","7238","7242","5717","5960","5717","8317","9178","6329","8596","8596","8628","9361","9361","9363","8829","8829","8829","0.6870056122","0.3435028061","451","12770","9275","2160","220831_H6_RV","1","1","365095","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","image","","389319","14325","1","85236","236440","49","769118","129305","65","661249","1808682","10","1808682","0","0","0","11316","1","11316","0","0","0","363","3","483","220831_H6_RV","0","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"8488","8488","9719","132111","124812","2067521","2040390","68","68","65","66","0","2","0","0","0","1","D53B1944682B0C0B0DD0E8149676A146","8459","8527","7477","7525","http://www.aecl.ca/en/home/default.aspx","6","2","C7FBADAE1C3EE4342AC6E88ECC7C3D02-2","https://www.aecl.ca/","5820.2","5849","5850","6546","7477","10","4","4234","677","95","100","100","-1","100","-1","-1","88","-1","40","474286","0","-1","-1","1474037","188650","Google","59","27","1","577","15","0","255","829","49","117","238","0","1","0","0","0","0","1","0","0","0","28","1","0","0","0","0","0","0","0","0","0","1","18","0","6","0","4","0","227","233","0","9","0","8","4","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","","0","0","0","0","0","0","0","0","0","2","0","0","4","1","0","0","0","6982","aimen-HP-EliteDesk-800-G3-TWR-203.135.63.19","1662016065.7352","","","104.0.5112.97","104.0.5112.97","1662016075.6497","https://www.aecl.ca/","www.aecl.ca","https://www.aecl.ca","621","8450","5820.2","5820.4","233.117.203.35.bc.googleusercontent.com","","c.ca-servers.ca","android - chrome","Step_1","25564","http://www.aecl.ca/en/home/default.aspx","8966","100","8850","8850","8850","8966","8966","8202","29","2341","4275","4293","4293","4298","4299","5848","5849","5849","5849","8962","6545","7505","7506","7554","8479","8488","8556","5963","8929","8929","0.2253145638","0.1186835676","604","12899","8556","1198","220831_TR_RW","1","1","376940","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","background-image","DIV","479640","21547","3","109862","294281","22","964369","157246","12","1119312","1474037","25","1474037","0","0","0","120012","2","120012","0","0","0","398","4","498","220831_TR_RW","1","","53","2341","https://www.aecl.ca/wp-content/uploads/2018/12/home-banner-1-1600x780.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"9555","9555","10211","61932","59804","2754915","2749208","31","31","30","30","0","1","0","0","0","1","1C8BCFD3D1A438F4125C00EFF0411916","9534","9534","8474","8479","http://www.oag-bvg.gc.ca/internet/English/admin_e_41.html","7","1","44F34268C18F6F7D156461C639B4A389-1","https://www.oag-bvg.gc.ca/internet/English/admin_e_41.html","8201.5","8223","8223","8613","8474","4","0","3774","552","0","0","24","-1","100","-1","-1","100","-1","-1","1317289","1002649","-1","-1","1407238","1540","","36","22","1","549","2","0","147","125","37","125","156","0","0","0","0","0","0","1","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","5","","15","0","2","0","103","78","0","5","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","8781","aimen-HP-EliteDesk-800-G3-TWR-203.135.63.19","1662016102.7435","","","104.0.5112.97","104.0.5112.97","1662016112.6873","https://www.oag-bvg.gc.ca/internet/English/admin_e_41.html","www.oag-bvg.gc.ca","https://www.oag-bvg.gc.ca","748","9534","8201.5","8201.7","","","ns2.d-zone.ca","android - chrome","Step_1","25398","http://www.oag-bvg.gc.ca/internet/English/admin_e_41.html","9716","67","8616","9349","9716","9716","9716","8503","21","1721","3847","3862","3862","3868","3869","8222","8222","8222","8222","9498","8612","8495","8495","8501","9555","9555","9555","8613","8613","8613","0.1170715753","0.1170715753","260","13473","12889","807","220831_06_RX","1","1","427981","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","image","IMG","475559","36305","3","36305","550179","5","550179","574179","4","574179","1564866","16","1564866","0","0","0","23320","1","23320","0","0","0","359","1","479","220831_06_RX","1","","38","1721","https://www.oag-bvg.gc.ca/internet/images/content/43243_carousel_img_follow_e.png","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"9816","9816","14663","183846","110610","1767728","1341680","83","83","62","81","0","2","0","0","0","1","7B4A79EE471BA7C352EB40AA08BF52AC","9785","9958","8932","9165","http://www.bankofcanada.ca/","16","1","74D81E56F2D0B5B28BC9810E805FC0B2-1","https://www.bankofcanada.ca/","6909.6","6940","7196","8713","8931","9","6","4685","926","16","97","100","-1","100","-1","-1","99","-1","1","1166089","0","-1","-1","416846","6159","Akamai","122","45","70","1364","13","0","247","1194","197","163","95","0","0","3","0","0","0","1","0","0","0","55","0","0","0","0","0","2","0","0","0","0","334","11","0","29","0","10","0","273","330","","24","0","20","2","8","1","0","0","8","0","0","0","0","0","0","15","8","21","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","3","6","0","3","0","0","1","0","0","0","0","1","0","0","2","1","1","0","0","9973","aimen-HP-EliteDesk-800-G3-TWR-203.135.63.19","1662016138.6331","","","104.0.5112.97","104.0.5112.97","1662016148.6449","https://www.bankofcanada.ca/","www.bankofcanada.ca","https://www.bankofcanada.ca","1391","9785","6909.6","6909.8","a118-214-143-246.deploy.static.akamaitechnologies.com","","a1-60.akam.net","android - chrome","Step_1","39516","http://www.bankofcanada.ca/","10018","100","7485","7485","7485","10018","10018","6965","30","963","4718","4733","4733","4740","4741","6939","6940","6941","7196","9323","8712","8962","8963","9196","9815","9816","9989","7196","7196","","0.0090515726","0.006024631","370","18166","17519","2211","220831_F0_RY","1","1","177162","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","text","P","261485","132459","3","458326","944909","41","3064396","80284","10","435929","417207","12","417404","0","0","0","182076","5","182076","0","0","0","10793","12","125321","220831_F0_RY","1","","61","963","","0","0","0","9165","9165","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2934","0","2934","5490","0","8426","0","4","4","0","0","0","4","0","0","0","1","C36C79C71B768D5045B1B8C7B45C326F","0","0","0","0","http://www.bluewaterbridge.ca/home","2","","","","0","","","","0","0","0","0","","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","-1","-1","0","0","","0","0","0","4","0","0","12","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2918","aimen-HP-EliteDesk-800-G3-TWR-203.135.63.19","1662016189.8349","","","104.0.5112.97","104.0.5112.97","1662016200.102","","","","","","","","","","","android - chrome","Step_1","8326","http://www.bluewaterbridge.ca/home","3118","67","150","184","2967","2967","3118","377","20","1952","2865","2883","2883","2889","2893","","","","","","","","","","","","","","","","0","0","0","2982","67","0","220831_KB_RZ","1","1","","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","","","","8426","1","8426","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","220831_KB_RZ","","","42","1952","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"18323","18323","23261","332698","296620","2022485","2016180","115","115","106","91","0","24","0","0","0","1","6499DCD0E3A939048DABB732E7511852","18287","18310","6170","6172","http://www.bdc.ca/EN/Pages/home.aspx","37","2","443A2D13F7E7E220C5C4E48B8202C3F5-2","https://www.bdc.ca/en","5236.7","5273","5613","5613","6170","1","2","3011","","25","96","100","-1","100","-1","-1","100","-1","-1","1859259","1673","-1","-1","115093","0","Cloudflare","45","28","15","2232","113","1","353","1587","223","111","110","0","1","0","0","1","0","0","0","0","0","14","1","0","0","0","0","0","1","0","0","0","16","260","0","0","0","0","0","89","91","0","5","0","7","4","4","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","0","0","0","0","","0","0","0","0","0","0","0","1","0","2","0","0","17939","aimen-HP-EliteDesk-800-G3-TWR-203.135.63.19","1662016208.9321","","","104.0.5112.97","104.0.5112.97","1662016219.1192","https://www.bdc.ca/en","www.bdc.ca","https://www.bdc.ca","1039","18270","5236.7","5236.8","","","ns13.dnsmadeeasy.com","android - chrome","Step_1","41099","http://www.bdc.ca/EN/Pages/home.aspx","7834","100","5934","5934","5934","5934","5934","5543","36","1861","3078","3094","3094","3100","3102","5273","5273","5274","5612","5871","5612","6206","6206","6208","18306","18323","18346","5613","5946","5946","0.1863105079","0.1863105079","247","26432","25535","1997","220831_C9_S0","1","1","99875","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","image","IMG","131673","48708","14","231522","1468661","39","4268109","106939","6","413333","266184","25","618813","0","0","0","125685","4","125792","0","0","0","6308","27","43289","220831_C9_S0","0","","58","1861","https://www.bdc.ca/globalassets/digizuite/31514-landing-produit-general-financing-xs.jpg","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"18369","0","18369","1372","0","359","0","2","2","0","1","0","1","0","0","0","1","1BB3E341488AC6860BD802297613579D","0","0","0","0","http://cart-crac.gc.ca/index-en.html","1","1","99999.99999.1","https://optimizationguide-pa.googleapis.com/v1:GetModels?key=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw","0","","","","0","0","0","5974","8","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","-1","-1","0","0","","1","0","0","5","0","","","","","","","0","","0","","","0","12","","","","","","","","","","0","3","0","0","0","","","","14","0","1","0","","","","","","0","0","","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","","0","2","0","0","0","0","0","0","0","7","0","0","0","2","","","","18304","aimen-HP-EliteDesk-800-G3-TWR-203.135.63.19","1662016261.8465","","","104.0.5112.97","104.0.5112.97","1662016272.1433","","","","","","","","","","","android - chrome","Step_1","23918","http://cart-crac.gc.ca/index-en.html","18933","83","167","167","167","18816","18933","849","","","","","","","","","","","","","","","","","","","","","","","","","0","18719","83","0","220831_68_S1","1","1","28","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","","","","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","359","1","479","220831_68_S1","1","","","","","","","","83","83","83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1329","0","1329","1408","0","0","0","1","1","0","0","0","1","0","0","0","1","EFAC5D1A52FE4581018DF9341EE87590","0","0","0","0","http://cafmuseum.techno-science.ca/en/index.php","1","","","","0","","","","0","0","0","0","","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","-1","-1","0","0","","0","0","0","36","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1293","aimen-HP-EliteDesk-800-G3-TWR-203.135.63.19","1662016296.5328","","","104.0.5112.97","104.0.5112.97","1662016306.7534","","","","","","","","","","","android - chrome","Step_1","6283","http://cafmuseum.techno-science.ca/en/index.php","2084","118","118","118","118","118","1817","138","","","","","","","","","","","","","","","","","","","","","","","","","0","1719","118","0","220831_MR_S2","1","1","","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","220831_MR_S2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"3373","0","3373","1408","0","0","0","1","1","0","0","0","1","0","0","0","1","1DD175077FD5746BDDC22BA462ED8C76","0","0","0","0","http://casmuseum.techno-science.ca/en/index.php","1","","","","0","","","","0","0","0","0","","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","-1","-1","0","0","","1","0","0","27","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3345","aimen-HP-EliteDesk-800-G3-TWR-203.135.63.19","1662016313.522","","","104.0.5112.97","104.0.5112.97","1662016323.7662","","","","","","","","","","","android - chrome","Step_1","8068","http://casmuseum.techno-science.ca/en/index.php","4001","84","84","84","84","84","3783","124","","","","","","","","","","","","","","","","","","","","","","","","","0","3707","84","0","220831_HH_S3","1","1","","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","220831_HH_S3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
